1,20.0,22.3125,0
2,22.3125,24.625,0
3,24.625,26.9375,0
4,26.9375,29.25,0
5,29.25,31.5625,0
6,31.5625,33.875,0
7,33.875,36.1875,0
8,36.1875,38.5,0
9,38.5,40.8125,0
10,40.8125,43.125,0
11,43.125,45.4375,0
12,45.4375,47.75,0
13,47.75,50.0625,0
14,50.0625,52.375,0
15,52.375,54.6875,0
16,54.6875,57.0,0
17,57.0,59.3125,0
18,59.3125,61.625,0
19,61.625,63.9375,0
20,63.9375,66.25,0
21,66.25,68.5625,0
22,68.5625,70.875,0
23,70.875,73.1875,0
24,73.1875,75.5,0
25,75.5,77.8125,0
26,77.8125,80.125,0
27,80.125,82.4375,0
28,82.4375,84.75,0
29,84.75,87.0625,0
30,87.0625,89.375,0
31,89.375,91.6875,0
32,91.6875,94.0,0
33,94.0,96.3125,0
34,96.3125,98.625,0
35,98.625,100.9375,0
36,100.9375,103.25,0
37,103.25,105.5625,0
38,105.5625,107.875,0
39,107.875,110.1875,0
40,110.1875,112.5,0
41,112.5,114.8125,0
42,114.8125,117.125,0
43,117.125,119.4375,0
44,119.4375,121.75,0
45,121.75,124.0625,0
46,124.0625,126.375,0
47,126.375,128.6875,0
48,128.6875,131.0,0
49,131.0,133.3125,0
50,133.3125,135.625,0
51,135.625,137.9375,0
52,137.9375,140.25,0
53,140.25,142.5625,0
54,142.5625,144.875,0
55,144.875,147.1875,0
56,147.1875,149.5,0
57,149.5,151.8125,0
58,151.8125,154.125,0
59,154.125,156.4375,0
60,156.4375,158.75,0
61,158.75,161.0625,0
62,161.0625,163.375,0
63,163.375,165.6875,0
64,165.6875,168.0,0
65,168.0,170.3125,0
66,170.3125,172.625,0
67,172.625,174.9375,0
68,174.9375,177.25,0
69,177.25,179.5625,0
70,179.5625,181.875,0
71,181.875,184.1875,0
72,184.1875,186.5,0
73,186.5,188.8125,0
74,188.8125,191.125,0
75,191.125,193.4375,0
76,193.4375,195.75,0
77,195.75,198.0625,0
78,198.0625,200.375,1
79,200.375,202.6875,1
80,202.6875,205.0,0
81,205.0,207.3125,0
82,207.3125,209.625,0
83,209.625,211.9375,0
84,211.9375,214.25,0
85,214.25,216.5625,0
86,216.5625,218.875,0
87,218.875,221.1875,0
88,221.1875,223.5,0
89,223.5,225.8125,0
90,225.8125,228.125,0
91,228.125,230.4375,0
92,230.4375,232.75,0
93,232.75,235.0625,0
94,235.0625,237.375,0
95,237.375,239.6875,0
96,239.6875,242.0,0
97,242.0,244.3125,0
98,244.3125,246.625,0
99,246.625,248.9375,0
100,248.9375,251.25,0
101,251.25,253.5625,0
102,253.5625,255.875,0
103,255.875,258.1875,0
104,258.1875,260.5,0
105,260.5,262.8125,0
106,262.8125,265.125,0
107,265.125,267.4375,0
108,267.4375,269.75,0
109,269.75,272.0625,0
110,272.0625,274.375,0
111,274.375,276.6875,0
112,276.6875,279.0,0
113,279.0,281.3125,0
114,281.3125,283.625,0
115,283.625,285.9375,0
116,285.9375,288.25,0
117,288.25,290.5625,0
118,290.5625,292.875,0
119,292.875,295.1875,0
120,295.1875,297.5,0
121,297.5,299.8125,0
122,299.8125,302.125,0
123,302.125,304.4375,0
124,304.4375,306.75,0
125,306.75,309.0625,0
126,309.0625,311.375,0
127,311.375,313.6875,0
128,313.6875,316.0,0
129,316.0,318.3125,0
130,318.3125,320.625,0
131,320.625,322.9375,0
132,322.9375,325.25,0
133,325.25,327.5625,0
134,327.5625,329.875,0
135,329.875,332.1875,0
136,332.1875,334.5,0
137,334.5,336.8125,0
138,336.8125,339.125,0
139,339.125,341.4375,0
140,341.4375,343.75,0
141,343.75,346.0625,0
142,346.0625,348.375,0
143,348.375,350.6875,0
144,350.6875,353.0,0
145,353.0,355.3125,0
146,355.3125,357.625,0
147,357.625,359.9375,0
148,359.9375,362.25,0
149,362.25,364.5625,0
150,364.5625,366.875,0
151,366.875,369.1875,0
152,369.1875,371.5,0
153,371.5,373.8125,0
154,373.8125,376.125,0
155,376.125,378.4375,0
156,378.4375,380.75,0
157,380.75,383.0625,0
158,383.0625,385.375,0
159,385.375,387.6875,0
160,387.6875,390.0,0
161,390.0,392.3125,0
162,392.3125,394.625,0
163,394.625,396.9375,0
164,396.9375,399.25,1
165,399.25,401.5625,0
166,401.5625,403.875,0
167,403.875,406.1875,1
168,406.1875,408.5,0
169,408.5,410.8125,0
170,410.8125,413.125,0
171,413.125,415.4375,0
172,415.4375,417.75,0
173,417.75,420.0625,0
174,420.0625,422.375,0
175,422.375,424.6875,0
176,424.6875,427.0,0
177,427.0,429.3125,0
178,429.3125,431.625,0
179,431.625,433.9375,0
180,433.9375,436.25,0
181,436.25,438.5625,0
182,438.5625,440.875,0
183,440.875,443.1875,0
184,443.1875,445.5,0
185,445.5,447.8125,0
186,447.8125,450.125,0
187,450.125,452.4375,1
188,452.4375,454.75,0
189,454.75,457.0625,0
190,457.0625,459.375,0
191,459.375,461.6875,0
192,461.6875,464.0,0
193,464.0,466.3125,0
194,466.3125,468.625,0
195,468.625,470.9375,0
196,470.9375,473.25,0
197,473.25,475.5625,1
198,475.5625,477.875,0
199,477.875,480.1875,0
200,480.1875,482.5,0
201,482.5,484.8125,0
202,484.8125,487.125,0
203,487.125,489.4375,0
204,489.4375,491.75,0
205,491.75,494.0625,0
206,494.0625,496.375,0
207,496.375,498.6875,0
208,498.6875,501.0,0
209,501.0,503.3125,0
210,503.3125,505.625,0
211,505.625,507.9375,0
212,507.9375,510.25,0
213,510.25,512.5625,0
214,512.5625,514.875,0
215,514.875,517.1875,0
216,517.1875,519.5,0
217,519.5,521.8125,0
218,521.8125,524.125,0
219,524.125,526.4375,0
220,526.4375,528.75,0
221,528.75,531.0625,0
222,531.0625,533.375,0
223,533.375,535.6875,0
224,535.6875,538.0,0
225,538.0,540.3125,0
226,540.3125,542.625,0
227,542.625,544.9375,0
228,544.9375,547.25,0
229,547.25,549.5625,0
230,549.5625,551.875,0
231,551.875,554.1875,0
232,554.1875,556.5,0
233,556.5,558.8125,0
234,558.8125,561.125,0
235,561.125,563.4375,0
236,563.4375,565.75,0
237,565.75,568.0625,0
238,568.0625,570.375,0
239,570.375,572.6875,0
240,572.6875,575.0,0
241,575.0,577.3125,0
242,577.3125,579.625,0
243,579.625,581.9375,0
244,581.9375,584.25,0
245,584.25,586.5625,0
246,586.5625,588.875,0
247,588.875,591.1875,0
248,591.1875,593.5,0
249,593.5,595.8125,0
250,595.8125,598.125,1
251,598.125,600.4375,1
252,600.4375,602.75,1
253,602.75,605.0625,1
254,605.0625,607.375,0
255,607.375,609.6875,0
256,609.6875,612.0,0
257,612.0,614.3125,0
258,614.3125,616.625,0
259,616.625,618.9375,0
260,618.9375,621.25,0
261,621.25,623.5625,0
262,623.5625,625.875,0
263,625.875,628.1875,0
264,628.1875,630.5,0
265,630.5,632.8125,0
266,632.8125,635.125,0
267,635.125,637.4375,0
268,637.4375,639.75,0
269,639.75,642.0625,0
270,642.0625,644.375,0
271,644.375,646.6875,0
272,646.6875,649.0,0
273,649.0,651.3125,0
274,651.3125,653.625,0
275,653.625,655.9375,0
276,655.9375,658.25,0
277,658.25,660.5625,0
278,660.5625,662.875,0
